location,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel,Basel
20050125T0000,-3.9649713,-1.7549713,-2.6558044,74.0,94.0,88.333336,3.2000003,99.291664,0.51696,6.287266,22.761225,12.683025,4.0552063,-4.79,0.53,-2.9270833,-3.369995,-1.5499878,-2.0116565,0.321,0.334,0.3245,0.25891113,1.2556441,0.53881747
20050126T0000,-6.144971,-1.5349712,-3.6274712,78.0,92.0,87.333336,3.7999997,100.0,0.71856,13.534063,32.238804,24.46282,38.000656,-6.69,-0.31,-4.182917,-3.9700012,-2.2900085,-2.7724888,0.321,0.337,0.32474998,0.32515574,1.0808384,0.5387015
20050127T0000,-8.204971,-3.2749712,-5.8966374,72.0,88.0,81.875,0.0,98.541664,0.61344004,0.5956885,12.933438,8.002924,41.5222,-8.24,-1.69,-5.45375,-5.639984,-3.0400085,-3.6829097,0.323,0.353,0.33658335,0.36081004,1.2073381,0.6610055
20050128T0000,-6.264971,-1.0249712,-4.5420547,67.0,92.0,83.125,0.70000005,93.041664,0.46943998,2.0806506,9.953526,5.788027,182.07181,-9.1,2.06,-5.052916,-6.919983,-3.119995,-4.9087424,0.326,0.352,0.341625,0.27443552,1.6260934,0.6910596
20050129T0000,-7.984971,-4.154971,-5.94122,78.0,100.0,89.791664,0.0,79.291664,0.46223998,3.7296,12.734365,7.180982,55.73674,-10.44,-2.89,-6.8041673,-6.9599915,-5.529999,-6.0712395,0.319,0.341,0.3275833,0.0,0.8719919,0.37076113
20050130T0000,-9.724971,-3.014971,-6.6403885,86.0,96.0,92.166664,0.0,82.458336,0.28656,0.5956885,7.0533133,4.082717,167.90524,-11.44,-2.44,-7.1304164,-10.419983,-6.049988,-7.6849937,0.324,0.337,0.32804167,0.10454631,0.5656526,0.27821437
20050131T0000,-6.3049707,0.4850288,-2.6062207,82.0,97.0,91.5,2.4,100.0,0.39455998,7.078424,15.487902,9.505044,215.42578,-7.51,0.68,-3.3120832,-8.459991,-2.8399963,-5.6641603,0.317,0.349,0.3306667,0.16156387,0.89490986,0.38613614
20050201T0000,-0.26497126,2.9450288,1.2996122,83.0,97.0,91.5,8.000001,86.291664,0.29231998,4.976763,15.519944,8.796323,262.10425,-1.61,3.11,0.21291672,-2.8299866,1.25,-0.9358279,0.325,0.37,0.34383333,0.1619215,1.1587353,0.5347252
20050202T0000,-0.034971237,1.9450288,1.2421122,90.0,99.0,94.625,2.3000002,99.416664,0.12528,5.3079824,12.831524,8.900634,233.4028,-4.14,1.81,-0.029166585,-1.0,0.44000244,0.024589539,0.329,0.356,0.3401667,0.054894924,0.6246624,0.3269448
20050203T0000,1.1550288,4.615029,2.4616954,85.0,96.0,92.375,0.4,96.125,0.17711999,2.3976,5.9150395,3.7707655,285.47134,0.06,4.47,1.5962502,-0.11999512,2.5599976,0.9733365,0.325,0.366,0.34316668,0.23955679,1.0748448,0.52639765
20050204T0000,-2.1349711,1.8850288,0.3379453,81.0,97.0,92.125,0.0,100.0,0.25488,5.124306,8.466324,6.652351,89.46554,-2.58,5.06,0.3133333,-0.070007324,1.2200012,0.49000677,0.331,0.359,0.3429167,0.14093256,1.1998196,0.46119007
20050205T0000,-3.804971,2.575029,-1.2528878,73.0,100.0,90.791664,0.0,63.916668,0.23616,3.9333487,7.1730394,5.7981143,148.63849,-6.17,4.43,-1.7404166,-1.5899963,0.26000977,-0.1583252,0.33,0.361,0.3405,0.0,1.6927032,0.52737224
20050206T0000,-3.4449713,5.015029,0.24752887,70.0,100.0,90.416664,0.0,67.5,0.42912003,3.2951863,7.038205,4.919749,136.2269,-4.57,6.87,-0.51375,-0.38000488,0.76000977,0.24625905,0.339,0.379,0.3535833,-4.7683716e-07,2.369275,0.6340676
20050207T0000,-4.944971,4.0350285,-0.87622124,67.0,99.0,88.625,0.0,47.541668,0.4176,3.5840454,7.1730394,5.291778,141.79506,-5.41,4.76,-1.71,-0.07998657,0.74002075,0.32083893,0.344,0.367,0.35462496,0.04865551,2.157412,0.69535357
20050208T0000,-4.614971,6.345029,0.6683624,69.0,97.0,87.916664,0.0,30.625,0.62208,4.5366287,8.5621805,6.8512607,158.58702,-5.65,6.74,-1.2858331,-0.049987793,0.66000366,0.30292,0.342,0.373,0.34970835,0.121563196,2.5217452,0.8548517
20050209T0000,-2.4549713,7.345029,2.0254457,66.0,97.0,85.208336,0.0,0.125,0.60911995,3.118132,7.743951,5.7056956,167.2467,-4.44,8.24,-0.43041682,0.480011,2.0200195,1.2750143,0.341,0.381,0.35420832,0.17058992,3.1165233,1.0943022
20050210T0000,-1.1549711,8.035028,3.7321122,74.0,100.0,93.583336,4.2000003,74.458336,0.80352,7.730192,26.539913,17.364546,221.9697,-3.02,8.5,2.2466667,1.0800171,2.9200134,2.1333416,0.351,0.374,0.35837498,0.0,2.2795181,0.5366176
20050211T0000,4.615029,8.085029,5.911279,79.0,100.0,94.458336,12.800001,100.0,0.81503993,12.933438,26.918266,20.219133,222.60942,2.72,7.9,4.42625,2.630005,5.1900024,3.7704227,0.349,0.362,0.35745835,0.0,1.977591,0.5072563
20050212T0000,5.2950287,10.125029,7.455862,94.0,100.0,98.208336,18.6,100.0,0.79056,13.343954,45.209576,30.101181,233.28275,3.74,8.62,5.640417,3.9299927,6.860016,5.3325057,0.358,0.368,0.36220828,0.0,0.6745491,0.17783977
20050213T0000,0.32502878,5.2750287,2.6750288,78.0,97.0,92.208336,10.100001,99.5,0.7214401,17.832888,52.907066,37.823654,268.704,-0.69,3.84,1.7112503,1.2400208,5.330017,2.9633408,0.346,0.368,0.35516664,0.18753481,1.5855718,0.52918047
20050214T0000,-0.0749712,1.8950288,0.72419566,85.0,98.0,93.916664,14.699999,98.666664,0.25632,11.97319,22.935167,16.7606,279.99637,-1.09,1.93,-0.15833332,-0.13000488,1.1100159,0.54334134,0.334,0.363,0.345125,0.11506605,0.9444871,0.36215773
20050215T0000,-2.3849711,0.6650288,-0.60622126,66.0,97.0,86.875,4.6000004,88.458336,0.78912,6.3936005,21.373516,12.0596895,341.42126,-3.31,0.99,-1.0608332,-0.070007324,0.19000244,0.1425031,0.321,0.356,0.3358333,0.15990496,1.9108112,0.69750404
20050216T0000,-2.2449713,0.1750288,-1.3470544,79.0,95.0,89.666664,2.1000001,100.0,0.70272,12.358204,20.623213,16.797869,18.507278,-3.25,1.43,-1.6650001,-2.2200012,0.19000244,-0.63874435,0.324,0.364,0.3399583,0.23896122,1.1468778,0.53455275
20050217T0000,-2.5649712,0.20502877,-1.3766379,77.0,96.0,89.666664,1.0000001,100.0,0.55872005,5.5434246,14.239323,10.678361,29.142014,-3.6,1.67,-1.5500002,-3.019989,-0.95999146,-1.6520767,0.325,0.366,0.34004167,0.1969552,1.2223244,0.5305241
20050218T0000,-3.8949711,0.8150288,-2.183721,68.0,95.0,87.041664,0.0,100.0,0.45359996,1.7057923,14.066324,5.856708,229.19418,-5.1,3.06,-2.38375,-4.100006,-1.2900085,-2.495411,0.323,0.358,0.336125,0.23576736,1.86953,0.6441387
20050219T0000,-3.8449714,0.8150288,-1.289138,84.0,99.0,92.75,4.1,100.0,0.38016,4.861344,17.608616,11.015881,220.86964,-5.17,1.17,-1.9362502,-4.630005,-2.7399902,-3.2062416,0.324,0.366,0.34179166,0.054613113,0.8434348,0.3657497
20050220T0000,-0.08497119,1.6450288,0.5808621,81.0,98.0,92.708336,5.1,98.166664,0.27216,2.4560864,8.528961,5.9449153,248.34875,-1.42,3.01,-0.13541669,-2.7599792,-1.0099792,-1.8291563,0.333,0.358,0.34441665,0.11515045,1.1791391,0.43062058
20050221T0000,-0.5949712,0.5050288,-0.06455454,82.0,97.0,92.458336,4.6000004,100.0,0.26784,4.066419,10.511835,7.5980554,347.60095,-1.67,1.59,-0.48833326,-1.9499817,-0.69000244,-1.1495756,0.321,0.373,0.34162498,0.1589632,0.97152853,0.4161055
20050222T0000,-0.8549712,1.0050287,-0.30622125,74.0,96.0,89.625,2.6999996,100.0,0.40175995,2.5132127,7.5818768,5.844757,332.6778,-1.93,2.03,-0.7083333,-2.25,-0.9700012,-1.2600008,0.328,0.367,0.34316668,0.20715046,1.5401955,0.5747345
20050223T0000,-1.6249712,0.4350288,-0.7878878,78.0,95.0,88.916664,1.8000002,100.0,0.44207996,2.6237357,8.80733,5.3554134,262.7995,-2.76,2.91,-0.9175001,-3.2299805,-0.48999023,-1.6612473,0.324,0.365,0.3405416,0.24491405,1.2500777,0.5901579
20050224T0000,-3.9449713,1.3850288,-1.4612212,68.0,95.0,81.666664,0.0,66.208336,0.40752,1.191377,5.1243067,2.9768522,154.89355,-9.24,2.49,-3.1070836,-3.7399902,-1.2399902,-2.2799988,0.324,0.362,0.340125,0.2259059,1.9431343,0.9536838
20050225T0000,-6.1249714,-0.014971256,-2.766638,68.0,98.0,85.833336,0.0,67.5,0.43775997,2.1312,5.328,3.2291644,73.30075,-10.35,2.78,-3.4083338,-3.9899902,-1.519989,-2.368745,0.335,0.357,0.346125,0.06935644,1.7489121,0.69254017
20050226T0000,-4.9249716,1.0050287,-2.261638,58.0,96.0,83.0,0.0,76.0,0.51839995,0.9605189,5.0052013,2.7226317,55.67634,-9.26,5.05,-2.5445836,-4.380005,-0.79000854,-2.5812404,0.331,0.36,0.341375,0.18819141,2.4880085,0.85833365
20050227T0000,-7.784971,-1.6749711,-3.919138,85.0,95.0,90.125,2.8999996,100.0,1.05984,2.5272923,39.0301,19.157701,38.250977,-9.02,-0.59,-4.3229165,-4.4100037,-2.6099854,-3.540821,0.324,0.34,0.334125,0.2393179,0.6101291,0.3994949
20050228T0000,-13.174971,-4.444971,-7.968305,72.0,91.0,83.583336,0.2,69.5,1.04688,5.433515,27.7056,18.920156,61.07514,-18.95,-3.66,-9.0675,-8.720001,-4.169983,-5.9724936,0.318,0.345,0.32966664,0.17791414,1.1047423,0.5261464
20050301T0000,-16.284971,-3.1149714,-9.070806,73.0,100.0,85.458336,0.0,46.0,0.73871994,4.3935814,7.766828,5.7955,187.52122,-19.07,-1.19,-11.006248,-10.119995,-6.8399963,-8.04958,0.336,0.348,0.34037498,0.0,1.1598296,0.4697599
20050302T0000,-11.014971,0.8650288,-4.955387,60.0,96.0,84.958336,0.0,79.416664,0.75024,6.9723544,10.196545,8.53384,171.99164,-11.45,1.05,-5.4483333,-8.259979,-3.4799805,-5.985817,0.338,0.369,0.35020837,0.098932266,2.248013,0.7283184
20050303T0000,-3.9649713,3.1950288,0.40877888,69.0,100.0,85.958336,0.0,96.625,0.71711993,3.996,9.697106,6.402016,118.50653,-6.56,3.14,-0.7475001,-3.4799805,-0.47000122,-1.9874929,0.341,0.384,0.3595833,4.7683716e-07,2.0963702,0.8721233
20050304T0000,-0.76497126,4.2950287,1.2350289,65.0,100.0,85.375,0.0,74.791664,0.65952,1.332,14.542611,6.426782,260.84134,-2.42,6.4,0.76083326,-0.47000122,0.5500183,0.02459081,0.33,0.372,0.34274998,4.7683716e-07,2.4479547,0.9712407
20050305T0000,-1.2649713,1.5350288,0.2712788,83.0,98.0,90.583336,5.7999997,100.0,0.56736,7.1928,21.826925,15.396451,243.68736,-2.2,2.76,-0.11416667,-2.2599792,0.49002075,-0.39624277,0.328,0.364,0.34129167,0.11481428,1.0352945,0.5352185
20050306T0000,-4.3849716,0.18502879,-1.2995545,70.0,97.0,84.916664,2.1,78.958336,0.86544,3.1067312,22.518286,12.994597,17.241455,-5.11,1.91,-1.6329166,-1.2900085,-0.7200012,-0.98333234,0.326,0.364,0.33970833,0.16359854,1.57212,0.7364852
20050307T0000,-5.5449715,-0.5749712,-2.6208048,70.0,96.0,84.583336,1.0,80.75,0.75455993,4.652476,13.375827,9.135815,226.55939,-7.98,3.93,-2.4616663,-6.3099976,-0.20999146,-2.9833298,0.331,0.353,0.33904168,0.19768858,1.5826108,0.69710237
20050308T0000,-1.5349712,3.035029,0.74419546,88.0,97.0,93.541664,3.3999991,100.0,0.2232,7.780522,18.86932,11.566017,246.27104,-2.8,3.42,0.05958345,-4.4100037,0.19000244,-2.1337445,0.328,0.378,0.34966668,0.18564129,0.75723124,0.38787794
20050309T0000,0.6850288,3.1650288,1.8137785,83.0,97.0,93.416664,2.9000003,100.0,0.22464001,5.0264254,16.54256,11.143874,258.79245,-0.58,3.97,1.1704167,0.17999268,1.3699951,0.6100057,0.329,0.371,0.34912503,0.18767071,1.135663,0.42093405
20050310T0000,-0.78497124,4.865029,2.0433621,69.0,99.0,86.416664,0.3,61.916668,0.61344,0.0,6.723632,3.4662845,93.95754,-4.28,7.44,1.4254168,0.55999756,2.980011,1.7270927,0.342,0.368,0.35,0.051940918,2.324996,0.9409544
20050311T0000,-1.7349713,4.765029,1.0629455,65.0,96.0,85.375,0.1,90.75,1.1721599,7.0078893,36.122505,20.711308,235.80205,-2.72,7.44,1.1429168,0.070007324,2.0599976,1.1729202,0.334,0.373,0.34800002,0.19491243,2.4903016,0.9766307
20050312T0000,-2.5649712,3.1650288,1.5683621,83.0,97.0,91.958336,3.7,94.875,0.648,14.927912,43.8064,32.251347,252.9153,-5.43,3.71,0.49958324,0.070007324,1.0700073,0.5183398,0.326,0.363,0.34145835,0.18577433,1.1771522,0.5066933
20050313T0000,-5.1749716,7.355029,0.6054456,58.0,97.0,80.333336,0.0,16.441668,0.8424,2.9424841,14.346077,7.4804406,205.02303,-7.64,9.62,-0.76291656,0.020019531,2.1900024,1.1779276,0.334,0.375,0.34508333,0.15490341,3.8739128,1.432126
20050314T0000,-1.0449712,9.785029,4.9416957,60.0,100.0,83.375,1.9000001,91.416664,1.65456,6.236264,17.43852,9.266753,194.95126,-2.28,12.1,4.5466666,1.3000183,6.0899963,3.300841,0.339,0.366,0.34829167,0.0,4.2853765,1.5601567
20050315T0000,5.2950287,13.685029,8.683779,65.0,100.0,88.625,1.2,58.625,1.70928,7.197732,12.709262,9.596542,202.1737,3.51,15.95,7.768749,3.630005,10.75,6.6162567,0.337,0.358,0.3455,0.0,4.9347258,1.4393792
20050316T0000,2.0150287,17.685028,10.196279,51.0,100.0,82.791664,0.0,35.5,2.70432,7.3150935,10.738927,8.714014,187.46782,0.97,18.71,9.720418,3.7000122,13.77002,8.65709,0.329,0.349,0.337625,-9.536743e-07,8.868192,2.6642046
20050317T0000,2.9650288,17.495028,10.957946,58.0,100.0,84.75,0.0,24.341667,2.8151999,8.014169,20.734753,12.327605,219.80557,0.83,20.32,10.460834,4.529999,13.670013,9.66792,0.325,0.355,0.338125,0.0,7.6661196,2.3187532
20050318T0000,7.3750286,20.515028,13.530862,56.0,97.0,80.5,0.0,48.458332,1.7467201,1.7057923,7.670285,5.1426177,225.22037,4.54,24.37,12.189582,8.149994,17.25,11.901676,0.326,0.339,0.33162504,0.3018179,9.639173,3.4859416
20050319T0000,6.9450293,21.425028,14.143779,55.0,100.0,78.708336,0.0,42.0,2.1312,0.5328,8.262696,4.826065,54.84581,3.96,25.09,13.325,7.5700073,17.649994,12.274173,0.323,0.339,0.3288333,0.0,10.51692,4.0589967
20050320T0000,8.525029,14.935029,11.676696,72.0,98.0,88.125,0.0,82.208336,1.1592001,4.336678,8.424308,5.8104196,61.04477,6.24,16.46,10.858749,9.580017,13.850006,11.310425,0.321,0.339,0.3282083,0.21764755,4.332759,1.6386448
20050321T0000,7.2450285,16.915028,11.3266945,66.0,98.0,83.458336,0.0,55.058334,2.0304,4.0313635,7.430602,5.383854,104.931404,5.34,19.86,11.168751,7.5899963,14.160004,10.400841,0.318,0.336,0.32608333,0.18665695,5.979762,2.3834796
20050322T0000,5.975029,17.985027,12.230027,59.0,98.0,83.916664,5.2,100.0,1.4904001,4.743117,10.052851,5.9751573,183.48195,4.24,18.41,11.406249,5.9599915,14.27002,10.42709,0.317,0.342,0.32816663,0.25829315,7.7210093,2.5116003
20050323T0000,10.515029,17.905027,13.952113,65.0,98.0,85.625,6.8,63.13333,2.14704,1.6848617,11.869009,5.6399593,98.88701,6.83,20.36,12.925834,10.230011,15.75,12.77084,0.328,0.344,0.3369166,0.26639652,6.5576496,2.3456714
20050324T0000,9.585029,18.845028,13.988778,57.0,98.0,81.875,2.1000001,95.88333,1.77408,1.332,5.1725526,3.6548147,201.80142,6.78,22.48,12.8845825,8.459991,15.730011,12.010422,0.319,0.338,0.32929167,0.2724676,8.352638,3.156886
20050325T0000,8.515029,14.895029,12.50253,68.0,98.0,85.708336,2.3999999,71.15833,1.59984,1.4346079,6.1503215,3.9421852,243.43497,3.41,18.83,11.43875,8.670013,14.160004,12.055837,0.327,0.343,0.33408335,0.25325966,4.922757,1.9866829
20050326T0000,7.5050287,15.885029,11.617528,67.0,100.0,85.916664,3.8000002,74.291664,1.2297598,3.5741313,5.8668513,4.4515867,141.79712,2.86,19.56,9.866668,7.279999,12.350006,9.732923,0.322,0.349,0.33424997,0.0,5.4172516,2.0381613
20050327T0000,7.355029,14.695029,11.162112,72.0,100.0,88.5,11.099999,81.125,1.5105602,2.7167575,9.418661,5.8188176,214.1597,4.06,16.86,9.8,7.6600037,12.300018,9.642924,0.331,0.356,0.34245828,-9.536743e-07,4.2654705,1.549654
20050328T0000,7.025029,13.545029,10.772945,75.0,95.0,86.208336,0.1,92.958336,0.9849601,1.332,6.0397053,4.5053344,229.06218,3.26,14.8,9.815833,7.200012,11.440002,9.30542,0.326,0.343,0.33312503,0.4545126,3.5317793,1.7321582
20050329T0000,9.425029,16.515028,12.769612,56.0,93.0,75.416664,0.8,85.625,2.1484802,0.2664,3.996,2.2419596,121.46414,8.17,20.31,12.463749,8.980011,14.800018,11.569173,0.323,0.341,0.33070835,0.7504492,7.517893,3.6285346
20050330T0000,9.625029,11.495029,10.723363,77.0,97.0,87.125,9.6,100.0,1.4212799,2.7167575,11.724627,6.1089587,254.52664,8.24,13.65,10.157917,9.589996,11.050018,10.264174,0.332,0.352,0.34195837,0.35359478,2.8356323,1.5096512
20050331T0000,8.385029,12.685029,10.529195,73.0,93.0,83.833336,0.0,100.0,1.1289599,1.0983953,6.9723544,3.743311,353.72,7.36,14.84,10.292084,8.470001,10.619995,9.601672,0.323,0.346,0.33320835,0.6989479,3.5844603,1.949366
